parameter_id,group,scope,region_or_case,parameter,central_value,units,dependency,calibration_status,source,code_location,uncertainty_treatment,evidence_role
P0428,economic scenario,canonical/conditional,SC1_20pct,eps_F_PF,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].eps_F_PF,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0429,economic scenario,canonical/conditional,SC1_20pct,eps_F_PY,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].eps_F_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0430,economic scenario,canonical/conditional,SC1_20pct,eps_F_N,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",Class A central S3 or Class B SC1/SC2
P0431,economic scenario,canonical/conditional,SC1_20pct,eta,-0.45,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].eta,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0432,economic scenario,canonical/conditional,SC1_20pct,alpha,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].alpha,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0433,economic scenario,canonical/conditional,SC1_20pct,eps_LD_PL,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].eps_LD_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0434,economic scenario,canonical/conditional,SC1_20pct,eps_LD_PY,0.2,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].eps_LD_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0435,economic scenario,canonical/conditional,SC1_20pct,eps_LS_PL,0.5,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].eps_LS_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0436,economic scenario,canonical/conditional,SC1_20pct,fert_supply_ceiling,0.8,fraction of baseline,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].fert_supply_ceiling,SC1/SC2 conditional 20% physical cap,Class A central S3 or Class B SC1/SC2
P0437,economic scenario,canonical/conditional,SC1_20pct,fert_capacity_recovery_years,0.0,yr,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].fert_capacity_recovery_years,SC1 zero vs SC2 20 yr,Class A central S3 or Class B SC1/SC2
P0438,economic scenario,canonical/conditional,SC1_20pct,price_relaxes_with_recovery,true,boolean,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC1_20pct].price_relaxes_with_recovery,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0439,economic scenario,canonical/conditional,SC2_20pct_recovery,fert_price_shock,1.0389792148114703,proportional change,primitive or derived,calibrated to 20% S1 global fertilizer reduction,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].fert_price_shock,severity sweep 0-300%; MC multiplier 0.50-1.50,Class A central S3 or Class B SC1/SC2
P0440,economic scenario,canonical/conditional,SC2_20pct_recovery,eps_F_PF,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].eps_F_PF,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0441,economic scenario,canonical/conditional,SC2_20pct_recovery,eps_F_PY,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].eps_F_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0442,economic scenario,canonical/conditional,SC2_20pct_recovery,eps_F_N,0.0,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",Class A central S3 or Class B SC1/SC2
P0443,economic scenario,canonical/conditional,SC2_20pct_recovery,eta,-0.45,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].eta,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0444,economic scenario,canonical/conditional,SC2_20pct_recovery,alpha,0.1,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].alpha,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0445,economic scenario,canonical/conditional,SC2_20pct_recovery,eps_LD_PL,-0.3,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].eps_LD_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0446,economic scenario,canonical/conditional,SC2_20pct_recovery,eps_LD_PY,0.2,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].eps_LD_PY,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0447,economic scenario,canonical/conditional,SC2_20pct_recovery,eps_LS_PL,0.5,elasticity,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].eps_LS_PL,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0448,economic scenario,canonical/conditional,SC2_20pct_recovery,fert_supply_ceiling,0.8,fraction of baseline,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].fert_supply_ceiling,SC1/SC2 conditional 20% physical cap,Class A central S3 or Class B SC1/SC2
P0449,economic scenario,canonical/conditional,SC2_20pct_recovery,fert_capacity_recovery_years,20.0,yr,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].fert_capacity_recovery_years,SC1 zero vs SC2 20 yr,Class A central S3 or Class B SC1/SC2
P0450,economic scenario,canonical/conditional,SC2_20pct_recovery,price_relaxes_with_recovery,true,boolean,primitive or derived,scenario assumption,scenario design,code/model/coupled_econ_biophysical.py::scenario[SC2_20pct_recovery].price_relaxes_with_recovery,scenario comparison or fixed,Class A central S3 or Class B SC1/SC2
P0451,regional price,four-region financial subset,north_america,nitrogen_price,1.1,USD kg N-1,primitive,externally specified,market replacement cost,code/model/parameter_registry.py::REGIONAL_PRICES[north_america].nitrogen,fixed,Class B partial-budget result
P0452,regional price,four-region financial subset,north_america,crop_price,250.0,USD t-1,primitive,externally specified,FAOSTAT/producer-price convention,code/model/parameter_registry.py::REGIONAL_PRICES[north_america].crop,fixed; financial ranking restricted to four audited pairs,Class B partial-budget result
P0453,regional price,four-region financial subset,north_america,nitrogen_price_in_yield_units,0.0044,t crop per kg N,derived,"derived, not independently specified",nitrogen USD kg-1 divided by crop USD t-1,code/model/parameter_registry.py::nitrogen_price_in_yield_units,inherits price-convention sensitivity,Class B partial-budget result
P0454,regional price,four-region financial subset,south_asia,nitrogen_price,1.2,USD kg N-1,primitive,externally specified,market replacement cost,code/model/parameter_registry.py::REGIONAL_PRICES[south_asia].nitrogen,South Asia farmer-paid 0.39,Class B partial-budget result
P0455,regional price,four-region financial subset,south_asia,crop_price,280.0,USD t-1,primitive,externally specified,FAOSTAT/producer-price convention,code/model/parameter_registry.py::REGIONAL_PRICES[south_asia].crop,fixed; financial ranking restricted to four audited pairs,Class B partial-budget result
P0456,regional price,four-region financial subset,south_asia,nitrogen_price_in_yield_units,0.004285714285714286,t crop per kg N,derived,"derived, not independently specified",nitrogen USD kg-1 divided by crop USD t-1,code/model/parameter_registry.py::nitrogen_price_in_yield_units,inherits price-convention sensitivity,Class B partial-budget result
P0457,regional price,four-region financial subset,latin_america,nitrogen_price,1.15,USD kg N-1,primitive,externally specified,market replacement cost,code/model/parameter_registry.py::REGIONAL_PRICES[latin_america].nitrogen,fixed,Class B partial-budget result
P0458,regional price,four-region financial subset,latin_america,crop_price,260.0,USD t-1,primitive,externally specified,FAOSTAT/producer-price convention,code/model/parameter_registry.py::REGIONAL_PRICES[latin_america].crop,fixed; financial ranking restricted to four audited pairs,Class B partial-budget result
P0459,regional price,four-region financial subset,latin_america,nitrogen_price_in_yield_units,0.004423076923076923,t crop per kg N,derived,"derived, not independently specified",nitrogen USD kg-1 divided by crop USD t-1,code/model/parameter_registry.py::nitrogen_price_in_yield_units,inherits price-convention sensitivity,Class B partial-budget result
P0460,regional price,four-region financial subset,sub_saharan_africa,nitrogen_price,2.3,USD kg N-1,primitive,externally specified,non-subsidized retail,code/model/parameter_registry.py::REGIONAL_PRICES[sub_saharan_africa].nitrogen,SSA old-SI 1.40 sensitivity,Class B partial-budget result
P0461,regional price,four-region financial subset,sub_saharan_africa,crop_price,300.0,USD t-1,primitive,externally specified,FAOSTAT/producer-price convention,code/model/parameter_registry.py::REGIONAL_PRICES[sub_saharan_africa].crop,fixed; financial ranking restricted to four audited pairs,Class B partial-budget result
P0462,regional price,four-region financial subset,sub_saharan_africa,nitrogen_price_in_yield_units,0.007666666666666666,t crop per kg N,derived,"derived, not independently specified",nitrogen USD kg-1 divided by crop USD t-1,code/model/parameter_registry.py::nitrogen_price_in_yield_units,inherits price-convention sensitivity,Class B partial-budget result
P0463,algorithm/solver,canonical,global,SOC layer depth,0.3,m,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,physical conversion
P0464,algorithm/solver,canonical,global,SOC conversion bulk density,1.3,Mg m-3,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,physical conversion
P0465,algorithm/solver,canonical,global,kg_per_t,1000.0,kg t-1,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,unit conversion
P0466,algorithm/solver,canonical,global,fertilizer split at planting,0.33,fraction,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,fertilizer timing
P0467,algorithm/solver,canonical,global,fertilizer split midseason,0.67,fraction,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,fertilizer timing
P0468,algorithm/solver,canonical,global,crop demand peak position,0.6,fraction of season,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,demand profile
P0469,algorithm/solver,canonical,global,crop demand profile width,0.15,fraction of season,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,demand profile
P0470,algorithm/solver,canonical,global,SOM input to active,0.9,fraction,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,pool update
P0471,algorithm/solver,canonical,global,SOM input to slow,0.1,fraction,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,pool update
P0472,algorithm/solver,canonical,global,initial mineral N,12.0,kg N ha-1,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,initial condition
P0473,algorithm/solver,canonical,global,spinup maximum,2000,yr,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,solver
P0474,algorithm/solver,canonical,global,spinup convergence window,50,yr,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,solver
P0475,algorithm/solver,canonical,global,spinup minimum before convergence,100,yr,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,solver
P0476,algorithm/solver,canonical,global,spinup fractional tolerance,0.002,fraction over 50 yr,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,solver
P0477,algorithm/solver,canonical,global,y_max Brent lower bound,1.0,t ha-1,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,calibration solver
P0478,algorithm/solver,canonical,global,y_max Brent upper bound,50.0,t ha-1,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,calibration solver
P0479,algorithm/solver,canonical,global,y_max Brent xtol,0.01,t ha-1,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,calibration solver
P0480,algorithm/solver,canonical,global,price-shock search lower bound,0.01,proportional change,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,calibration solver
P0481,algorithm/solver,canonical,global,price-shock search upper bound,20.0,proportional change,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,calibration solver
P0482,algorithm/solver,canonical,global,price-shock bisection iterations,50,iterations,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,calibration solver
P0483,algorithm/solver,canonical,global,global fertilizer-reduction target,0.2,fraction,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,scenario calibration
P0484,algorithm/solver,canonical,global,equilibrium denominator epsilon,1e-10,dimensionless,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,numerical tolerance
P0485,algorithm/solver,canonical,global,mineralization log floor,1e-06,kg N ha-1 yr-1,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,numerical tolerance
P0486,algorithm/solver,canonical,global,cap binding relative tolerance,1e-09,fraction,primitive algorithm setting,externally specified,model algorithm or unit identity,code/model/monthly_model_v3.py or coupled_monthly.py or coupled_econ_biophysical.py,fixed; boundary/domain acceptance tests where applicable,numerical tolerance
P0487,analysis design,canonical/sensitivity,Figure 1,farm SOC grid,"[10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200]",% regional equilibrium SOC,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure 1
P0488,analysis design,canonical/sensitivity,Figure 2a,sustained SOC grid,"[10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200]",% regional equilibrium SOC,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure 2a
P0489,analysis design,canonical/sensitivity,MC,MC SOC levels,"[50,100,150]",% regional equilibrium SOC,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,MC
P0490,analysis design,canonical/sensitivity,Figure 1,farm price shock,1.0,proportional change,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure 1
P0491,analysis design,canonical/sensitivity,Figure S11,severity shocks,"[0,0.25,0.5,0.75,1,1.25,1.5,2,2.5,3]",proportional change,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure S11
P0492,analysis design,canonical/sensitivity,Figure S10,N capture sweep,"[0.45,0.55,0.65,0.75,0.85,0.95]",fraction,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure S10
P0493,analysis design,canonical/sensitivity,main trajectories,central run horizon,30,yr,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,main trajectories
P0494,analysis design,canonical/sensitivity,Figure 2a,farm sustained-gradient horizon,10,yr,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure 2a
P0495,analysis design,canonical/sensitivity,Figure S9,MC ensemble size,1000,draws,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure S9
P0496,analysis design,canonical/sensitivity,Figure S9,MC random seed,20260424,integer seed,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,Figure S9
P0497,analysis design,canonical/sensitivity,MC,summary percentiles,"[5,25,50,75,95]",percentile,primitive analysis setting,pre-specified analysis design,figure/scenario design,"code/repro/run_price_shock_analysis.py, make_figure_s10.py, make_figure_s11.py, run_mc_ensemble.py",explicit sweep or fixed reproducibility setting,MC
P0498,uncertainty prior,MC sensitivity,max_uptake_frac,max_uptake_frac.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[max_uptake_frac].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0499,uncertainty prior,MC sensitivity,max_uptake_frac,max_uptake_frac.mode,absolute,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[max_uptake_frac].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0500,uncertainty prior,MC sensitivity,max_uptake_frac,max_uptake_frac.mean,0.75,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[max_uptake_frac].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0501,uncertainty prior,MC sensitivity,max_uptake_frac,max_uptake_frac.sd,0.075,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[max_uptake_frac].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0502,uncertainty prior,MC sensitivity,max_uptake_frac,max_uptake_frac.lower,0.6,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[max_uptake_frac].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0503,uncertainty prior,MC sensitivity,max_uptake_frac,max_uptake_frac.upper,0.9,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[max_uptake_frac].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0504,uncertainty prior,MC sensitivity,mitscherlich_c_mult,mitscherlich_c_mult.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[mitscherlich_c_mult].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0505,uncertainty prior,MC sensitivity,mitscherlich_c_mult,mitscherlich_c_mult.mode,multiplier,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[mitscherlich_c_mult].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0506,uncertainty prior,MC sensitivity,mitscherlich_c_mult,mitscherlich_c_mult.mean,1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[mitscherlich_c_mult].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0507,uncertainty prior,MC sensitivity,mitscherlich_c_mult,mitscherlich_c_mult.sd,0.15,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[mitscherlich_c_mult].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0508,uncertainty prior,MC sensitivity,mitscherlich_c_mult,mitscherlich_c_mult.lower,0.7,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[mitscherlich_c_mult].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0509,uncertainty prior,MC sensitivity,mitscherlich_c_mult,mitscherlich_c_mult.upper,1.3,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[mitscherlich_c_mult].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0510,uncertainty prior,MC sensitivity,k_slow_mult,k_slow_mult.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[k_slow_mult].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0511,uncertainty prior,MC sensitivity,k_slow_mult,k_slow_mult.mode,multiplier,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[k_slow_mult].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0512,uncertainty prior,MC sensitivity,k_slow_mult,k_slow_mult.mean,1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[k_slow_mult].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0513,uncertainty prior,MC sensitivity,k_slow_mult,k_slow_mult.sd,0.2,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[k_slow_mult].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0514,uncertainty prior,MC sensitivity,k_slow_mult,k_slow_mult.lower,0.6,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[k_slow_mult].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0515,uncertainty prior,MC sensitivity,k_slow_mult,k_slow_mult.upper,1.4,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[k_slow_mult].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0516,uncertainty prior,MC sensitivity,cre_regional_mult,cre_regional_mult.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[cre_regional_mult].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0517,uncertainty prior,MC sensitivity,cre_regional_mult,cre_regional_mult.mode,multiplier,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[cre_regional_mult].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0518,uncertainty prior,MC sensitivity,cre_regional_mult,cre_regional_mult.mean,1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[cre_regional_mult].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0519,uncertainty prior,MC sensitivity,cre_regional_mult,cre_regional_mult.sd,0.3,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[cre_regional_mult].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0520,uncertainty prior,MC sensitivity,cre_regional_mult,cre_regional_mult.lower,0.4,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[cre_regional_mult].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0521,uncertainty prior,MC sensitivity,cre_regional_mult,cre_regional_mult.upper,1.8,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[cre_regional_mult].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0522,uncertainty prior,MC sensitivity,residue_retention_mult,residue_retention_mult.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[residue_retention_mult].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0523,uncertainty prior,MC sensitivity,residue_retention_mult,residue_retention_mult.mode,multiplier,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[residue_retention_mult].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0524,uncertainty prior,MC sensitivity,residue_retention_mult,residue_retention_mult.mean,1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[residue_retention_mult].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0525,uncertainty prior,MC sensitivity,residue_retention_mult,residue_retention_mult.sd,0.1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[residue_retention_mult].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
